sp,lon,lat
Stenophysa.marmorata,-38.514103,-5.554768
Stenophysa.marmorata,-61.484838,16.41494
Stenophysa.marmorata,-60.988121,13.893384
Stenophysa.marmorata,-57.436074,-33.100265
Stenophysa.marmorata,-55.825567,-32.647135
Stenophysa.marmorata,-53.5627,-33.439857
Stenophysa.marmorata,-73.087307,-3.537921
Stenophysa.marmorata,-76.371774,-6.94694
Stenophysa.marmorata,-89.146286,15.457215
Uncancylus.concentricus,-57.89999,-34.900017
Uncancylus.concentricus,-57.391074,-37.670455
Uncancylus.concentricus,-57.755348,-36.823582
Uncancylus.concentricus,-56.948417,-36.877343
Uncancylus.concentricus,-57.977561,-35.771415
Uncancylus.concentricus,-58.959811,-35.335
Uncancylus.concentricus,-70.609025,-31.847525
Uncancylus.concentricus,-58.55644,-34.425945
Uncancylus.concentricus,-71.282691,-32.325732
Uncancylus.concentricus,-66.664242,-32.13831
Uncancylus.concentricus,-75.438836,2.661686
Uncancylus.concentricus,-76.53417,1.0231
Uncancylus.concentricus,-78.403541,1.925456
Uncancylus.concentricus,-78.204457,2.270906
Uncancylus.concentricus,-71.160692,-32.643498
Uncancylus.concentricus,-75.423005,2.70467
Uncancylus.concentricus,-75.835773,0.875945
Uncancylus.concentricus,-70.808973,-17.470694
Uncancylus.concentricus,-74.588256,-15.340762
Uncancylus.concentricus,-71.15289,-16.372983
Uncancylus.concentricus,-71.019385,-31.969189
Uncancylus.concentricus,-55.953176,-32.557605
Uncancylus.concentricus,-56.740033,-33.291196
Uncancylus.concentricus,-53.70004,-34.089724
Uncancylus.concentricus,-54.27837,-34.566889
Uncancylus.concentricus,-83.008084,8.661184
Uncancylus.concentricus,-56.350547,-34.745684
Uncancylus.concentricus,-54.276625,-33.927885
Uncancylus.concentricus,-83.08014,8.540712
Uncancylus.concentricus,-83.038739,8.44593
Uncancylus.concentricus,-71.744572,7.918502
Uncancylus.concentricus,-71.571527,7.71767
Uncancylus.concentricus,-71.991158,7.025174
Uncancylus.concentricus,-66.020757,18.315162
Uncancylus.concentricus,-41.441966,-7.074103
Uncancylus.concentricus,-43.254386,-22.769119
